"subject"	"activity"	"Id"	"feature"	"mean"
22	"LAYING"	6	"tGravityAcc-mean()-Y"	0.632484075694444
22	"SITTING"	4	"tGravityAcc-mean()-Y"	0.208553884
22	"STANDING"	5	"tGravityAcc-mean()-Y"	-0.226418773650794
22	"WALKING"	1	"tGravityAcc-mean()-Y"	-0.259644937173913
22	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Y"	-0.222215179444444
22	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Y"	-0.33682691
23	"LAYING"	6	"tGravityAcc-mean()-Y"	0.438434067361111
23	"SITTING"	4	"tGravityAcc-mean()-Y"	0.1217510625
23	"STANDING"	5	"tGravityAcc-mean()-Y"	-0.117401359697059
23	"WALKING"	1	"tGravityAcc-mean()-Y"	-0.16176137
23	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Y"	-0.110028841648148
23	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Y"	-0.214481808235294
24	"LAYING"	6	"tGravityAcc-mean()-Y"	0.738430699305556
24	"SITTING"	4	"tGravityAcc-mean()-Y"	0.182254651955882
24	"STANDING"	5	"tGravityAcc-mean()-Y"	-0.145201300942029
24	"WALKING"	1	"tGravityAcc-mean()-Y"	-0.115116241810345
24	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Y"	-0.128326710927273
24	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Y"	-0.237498409152542
25	"LAYING"	6	"tGravityAcc-mean()-Y"	0.620658919917808
25	"SITTING"	4	"tGravityAcc-mean()-Y"	0.208287142261538
25	"STANDING"	5	"tGravityAcc-mean()-Y"	-0.159316786486486
25	"WALKING"	1	"tGravityAcc-mean()-Y"	-0.127315870743243
25	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Y"	-0.0724270175862069
25	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Y"	-0.217641282461538
26	"LAYING"	6	"tGravityAcc-mean()-Y"	0.803015011578947
26	"SITTING"	4	"tGravityAcc-mean()-Y"	0.223105562025641
26	"STANDING"	5	"tGravityAcc-mean()-Y"	-0.140315421824324
26	"WALKING"	1	"tGravityAcc-mean()-Y"	-0.133922185084746
26	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Y"	-0.0799003729
26	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Y"	-0.246169656181818
27	"LAYING"	6	"tGravityAcc-mean()-Y"	0.567879494054054
27	"SITTING"	4	"tGravityAcc-mean()-Y"	0.212947021371429
27	"STANDING"	5	"tGravityAcc-mean()-Y"	-0.188504847375
27	"WALKING"	1	"tGravityAcc-mean()-Y"	-0.187497034561404
27	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Y"	-0.166938774772727
27	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Y"	-0.229278659607843
28	"LAYING"	6	"tGravityAcc-mean()-Y"	0.1440732745
28	"SITTING"	4	"tGravityAcc-mean()-Y"	-0.112596728361111
28	"STANDING"	5	"tGravityAcc-mean()-Y"	-0.247656166582278
28	"WALKING"	1	"tGravityAcc-mean()-Y"	-0.229316151481481
28	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Y"	-0.235897105217391
28	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Y"	-0.333223996666667
29	"LAYING"	6	"tGravityAcc-mean()-Y"	0.807535373478261
29	"SITTING"	4	"tGravityAcc-mean()-Y"	0.1556594569
29	"STANDING"	5	"tGravityAcc-mean()-Y"	-0.05848715356
29	"WALKING"	1	"tGravityAcc-mean()-Y"	-0.127318078679245
29	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Y"	-0.0760962952291667
29	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Y"	-0.227120125306122
30	"LAYING"	6	"tGravityAcc-mean()-Y"	0.732661247714286
30	"SITTING"	4	"tGravityAcc-mean()-Y"	0.114588392624871
30	"STANDING"	5	"tGravityAcc-mean()-Y"	-0.100296804186441
30	"WALKING"	1	"tGravityAcc-mean()-Y"	-0.157673823846154
30	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Y"	-0.126710371903226
30	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Y"	-0.226647292153846
1	"LAYING"	6	"tGravityAcc-mean()-Z"	0.4458177198
1	"SITTING"	4	"tGravityAcc-mean()-Z"	0.332043702765957
1	"STANDING"	5	"tGravityAcc-mean()-Z"	0.0134905823226415
1	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.068102864
1	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.0621199585938775
1	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.075402939754717
2	"LAYING"	6	"tGravityAcc-mean()-Z"	0.646834879583333
2	"SITTING"	4	"tGravityAcc-mean()-Z"	0.19872676876087
2	"STANDING"	5	"tGravityAcc-mean()-Z"	0.129747161222222
2	"WALKING"	1	"tGravityAcc-mean()-Z"	0.0847270871186441
2	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.0438890162723404
2	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.195888238891667
3	"LAYING"	6	"tGravityAcc-mean()-Z"	0.48870318516129
3	"SITTING"	4	"tGravityAcc-mean()-Z"	0.139020582461538
3	"STANDING"	5	"tGravityAcc-mean()-Z"	0.024763106752459
3	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.138107866258621
3	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.102352758040816
3	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.162943955254237
4	"LAYING"	6	"tGravityAcc-mean()-Z"	0.341531310555556
4	"SITTING"	4	"tGravityAcc-mean()-Z"	0.11012048108
4	"STANDING"	5	"tGravityAcc-mean()-Z"	0.166893825946429
4	"WALKING"	1	"tGravityAcc-mean()-Z"	0.127764112666667
4	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	0.148714808888889
4	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	0.0841675382884615
5	"LAYING"	6	"tGravityAcc-mean()-Z"	0.263644691923077
5	"SITTING"	4	"tGravityAcc-mean()-Z"	0.143006857611364
5	"STANDING"	5	"tGravityAcc-mean()-Z"	0.138638436607143
5	"WALKING"	1	"tGravityAcc-mean()-Z"	0.00247623628392857
5	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	0.0216777910246191
5	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.0232035364248936
6	"LAYING"	6	"tGravityAcc-mean()-Z"	0.175867709021053
6	"SITTING"	4	"tGravityAcc-mean()-Z"	0.0695219657167273
6	"STANDING"	5	"tGravityAcc-mean()-Z"	0.0139193473596491
6	"WALKING"	1	"tGravityAcc-mean()-Z"	0.0331888826842105
6	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.00307981704708333
6	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.0184608964392157
7	"LAYING"	6	"tGravityAcc-mean()-Z"	0.907537823461538
7	"SITTING"	4	"tGravityAcc-mean()-Z"	0.0649636250354167
7	"STANDING"	5	"tGravityAcc-mean()-Z"	-0.0516573721320755
7	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.160846924029807
7	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.154935538544681
7	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.403599709607843
8	"LAYING"	6	"tGravityAcc-mean()-Z"	0.719831539259259
8	"SITTING"	4	"tGravityAcc-mean()-Z"	0.263895185521739
8	"STANDING"	5	"tGravityAcc-mean()-Z"	-0.0979392024814815
8	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.186267836962021
8	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.141817934963684
8	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.192306960631707
9	"LAYING"	6	"tGravityAcc-mean()-Z"	0.9578730416
9	"SITTING"	4	"tGravityAcc-mean()-Z"	0.085263099144
9	"STANDING"	5	"tGravityAcc-mean()-Z"	0.00914769235555555
9	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.115856121080385
9	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.082276174942619
9	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.266009866857143
10	"LAYING"	6	"tGravityAcc-mean()-Z"	-0.031121624137931
10	"SITTING"	4	"tGravityAcc-mean()-Z"	0.20253457287037
10	"STANDING"	5	"tGravityAcc-mean()-Z"	0.0346980210431818
10	"WALKING"	1	"tGravityAcc-mean()-Z"	0.0549276242264151
10	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	0.0418715409263158
10	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	0.0227527702016383
11	"LAYING"	6	"tGravityAcc-mean()-Z"	0.112620189964912
11	"SITTING"	4	"tGravityAcc-mean()-Z"	0.188531695981132
11	"STANDING"	5	"tGravityAcc-mean()-Z"	0.127198423404255
11	"WALKING"	1	"tGravityAcc-mean()-Z"	0.134053215101695
11	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	0.132371684891304
11	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	0.146633747092593
12	"LAYING"	6	"tGravityAcc-mean()-Z"	0.2750431984
12	"SITTING"	4	"tGravityAcc-mean()-Z"	0.0885640696078431
12	"STANDING"	5	"tGravityAcc-mean()-Z"	-0.0395382767304918
12	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.03608428788
12	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.0561050624630435
12	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.0702503820961538
13	"LAYING"	6	"tGravityAcc-mean()-Z"	0.598884988709677
13	"SITTING"	4	"tGravityAcc-mean()-Z"	0.0757773858163265
13	"STANDING"	5	"tGravityAcc-mean()-Z"	-0.0524856614035088
13	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.131299718666667
13	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.0950820341687234
13	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.207507170584727
14	"LAYING"	6	"tGravityAcc-mean()-Z"	0.83656291
14	"SITTING"	4	"tGravityAcc-mean()-Z"	-0.0945970534814815
14	"STANDING"	5	"tGravityAcc-mean()-Z"	-0.338174888666667
14	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.422495268474576
14	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.392555882222222
14	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.49508872037037
15	"LAYING"	6	"tGravityAcc-mean()-Z"	-0.0369192905555556
15	"SITTING"	4	"tGravityAcc-mean()-Z"	0.00281565980440678
15	"STANDING"	5	"tGravityAcc-mean()-Z"	0.0645975994528302
15	"WALKING"	1	"tGravityAcc-mean()-Z"	0.0757356734814815
15	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	0.0788822410992857
15	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	0.0811803405
16	"LAYING"	6	"tGravityAcc-mean()-Z"	0.893884468571429
16	"SITTING"	4	"tGravityAcc-mean()-Z"	0.0892682200463768
16	"STANDING"	5	"tGravityAcc-mean()-Z"	-0.166737468166667
16	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.217351194313725
16	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.225382496382979
16	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.379059698039216
17	"LAYING"	6	"tGravityAcc-mean()-Z"	0.722657502112676
17	"SITTING"	4	"tGravityAcc-mean()-Z"	-0.135803881679687
17	"STANDING"	5	"tGravityAcc-mean()-Z"	-0.202687757012821
17	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.190265949622951
17	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.160962985956522
17	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.298171464166667
18	"LAYING"	6	"tGravityAcc-mean()-Z"	0.605495317692308
18	"SITTING"	4	"tGravityAcc-mean()-Z"	0.161877417894737
18	"STANDING"	5	"tGravityAcc-mean()-Z"	-0.0485767106575342
18	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.0609313415892857
18	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.0493636733454545
18	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.106112549189655
19	"LAYING"	6	"tGravityAcc-mean()-Z"	0.68762385253012
19	"SITTING"	4	"tGravityAcc-mean()-Z"	0.489126594657534
19	"STANDING"	5	"tGravityAcc-mean()-Z"	0.130643717849315
19	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.0898428797307692
19	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.126146868942821
19	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.2210087627
20	"LAYING"	6	"tGravityAcc-mean()-Z"	0.477573305
20	"SITTING"	4	"tGravityAcc-mean()-Z"	0.151679135228788
20	"STANDING"	5	"tGravityAcc-mean()-Z"	0.0708655286023288
20	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.035130214
20	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.0282591579777778
20	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.130117634791765
21	"LAYING"	6	"tGravityAcc-mean()-Z"	0.788251027111111
21	"SITTING"	4	"tGravityAcc-mean()-Z"	-0.0567766060705882
21	"STANDING"	5	"tGravityAcc-mean()-Z"	-0.207685689775281
21	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.220947960192308
21	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.187870253333333
21	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.309735038510638
22	"LAYING"	6	"tGravityAcc-mean()-Z"	0.771903907083333
22	"SITTING"	4	"tGravityAcc-mean()-Z"	0.315551492322581
22	"STANDING"	5	"tGravityAcc-mean()-Z"	0.0323824977714286
22	"WALKING"	1	"tGravityAcc-mean()-Z"	0.0233780056086957
22	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	0.0412987957222222
22	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.0957978990316667
23	"LAYING"	6	"tGravityAcc-mean()-Z"	0.918782825277778
23	"SITTING"	4	"tGravityAcc-mean()-Z"	0.0630111556279412
23	"STANDING"	5	"tGravityAcc-mean()-Z"	-0.223631180906765
23	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.160763360338983
23	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.153671532259259
23	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.35593445
24	"LAYING"	6	"tGravityAcc-mean()-Z"	0.683839909722222
24	"SITTING"	4	"tGravityAcc-mean()-Z"	0.109559621020588
24	"STANDING"	5	"tGravityAcc-mean()-Z"	-0.0530585403536232
24	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.140910029827586
24	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.140123155018182
24	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.227134869152542
25	"LAYING"	6	"tGravityAcc-mean()-Z"	0.526353818315068
25	"SITTING"	4	"tGravityAcc-mean()-Z"	0.167140956385077
25	"STANDING"	5	"tGravityAcc-mean()-Z"	0.201182106486486
25	"WALKING"	1	"tGravityAcc-mean()-Z"	0.188416273486486
25	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	0.21879595837931
25	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	0.108230986684615
26	"LAYING"	6	"tGravityAcc-mean()-Z"	0.614523405921053
26	"SITTING"	4	"tGravityAcc-mean()-Z"	0.314387627435897
26	"STANDING"	5	"tGravityAcc-mean()-Z"	0.0884142682297297
26	"WALKING"	1	"tGravityAcc-mean()-Z"	0.108738699508475
26	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	0.1539063202
26	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.00199310572363636
27	"LAYING"	6	"tGravityAcc-mean()-Z"	0.84539238027027
27	"SITTING"	4	"tGravityAcc-mean()-Z"	0.276417431042857
27	"STANDING"	5	"tGravityAcc-mean()-Z"	-0.00557416876082625
27	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.126210937305263
27	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.140047614122727
27	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.294642640196078
28	"LAYING"	6	"tGravityAcc-mean()-Z"	0.0157570025
28	"SITTING"	4	"tGravityAcc-mean()-Z"	0.135402566816667
28	"STANDING"	5	"tGravityAcc-mean()-Z"	-0.0385830501632911
28	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.125912861222222
28	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	-0.121477255782609
28	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.265207858431373
29	"LAYING"	6	"tGravityAcc-mean()-Z"	0.590452224057971
29	"SITTING"	4	"tGravityAcc-mean()-Z"	0.286256063666667
29	"STANDING"	5	"tGravityAcc-mean()-Z"	0.0316145849747692
29	"WALKING"	1	"tGravityAcc-mean()-Z"	0.0955792142264151
29	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	0.0919650454166667
29	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	0.0443786011771429
30	"LAYING"	6	"tGravityAcc-mean()-Z"	0.681459210714286
30	"SITTING"	4	"tGravityAcc-mean()-Z"	0.34476602
30	"STANDING"	5	"tGravityAcc-mean()-Z"	0.0243044362542373
30	"WALKING"	1	"tGravityAcc-mean()-Z"	-0.00392556384476923
30	"WALKING_DOWNSTAIRS"	3	"tGravityAcc-mean()-Z"	0.0288081674653226
30	"WALKING_UPSTAIRS"	2	"tGravityAcc-mean()-Z"	-0.0221401100714154
1	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.0810865342
1	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.0774825199574468
1	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0753766542264151
1	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0740416333157895
1	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.0541553164897959
1	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.101372729922642
2	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.0825972511666667
2	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.0722564387173913
2	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0747588597592593
2	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0618080696279661
2	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.110040615569574
2	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.0744507839572917
3	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.0769811125806452
3	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.0726098418653846
3	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0750900622277049
3	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0814745882660345
3	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.0725689294489796
3	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.0426880986186441
4	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.0934494217777778
4	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.0784500239
4	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0721328379857143
4	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0783529082183333
4	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.0971862748866667
4	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.0560971909634615
5	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.0848164824230769
5	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.0749577410909091
5	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0725189859107143
5	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0845888833571429
5	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.109650600459574
5	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.0795443483829787
6	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.0963481955263158
6	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.0754721635223636
6	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0730699604561404
6	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0699585876912281
6	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.103681343708333
6	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.07210675
7	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.0968904018076923
7	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.0668519793125
7	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0751915112830189
7	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0901462649192983
7	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.0968926184638298
7	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.0724649938509804
8	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.0878326902592593
8	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.0786713761086957
8	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0753739045185185
8	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0703393490833333
8	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.118938088342105
8	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.0813816809395122
9	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.08807344764
9	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.077005006374
9	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0760032053555556
9	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0704357270480769
9	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.130193043809524
9	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.0692266245755102
10	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.073815064487931
10	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.0775372505185185
10	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0809784390227273
10	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0857943809283019
10	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.100959387447368
10	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.0648829303510638
11	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.0766645337017544
11	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.0761777324716981
11	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0760097721914894
11	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0829709328491525
11	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.0897168657173913
11	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.0968561683092593
12	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.0854295393833333
12	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.0771277656078431
12	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0744631761967213
12	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.045764401482
12	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.0621500251717391
12	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.0728660813846154
13	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.0767774832096774
13	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.0752865881142857
13	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0758630962280702
13	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0809590227198246
13	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.101704538333298
13	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.0692442067545455
14	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.098140384845098
14	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.0741878844074074
14	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0737933748485
14	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0720877913452542
14	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.0428631626711111
14	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.0803303022222222
15	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.0767515438611111
15	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.0784792788644068
15	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0752280703207547
15	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0897770721666667
15	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.0711457160166667
15	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.07297243298125
16	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.0783960268571429
16	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.0734346720289855
16	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0736438905641026
16	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0770223771764706
16	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.0907857064255319
16	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.0762526677
17	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.077908974656338
17	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.075070986171875
17	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0740864955641026
17	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0773188580032787
17	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.118250858006522
17	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.07680441704375
18	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.0749985010769231
18	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.076622889
18	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0753539482328767
18	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0767524278392857
18	"WALKING_DOWNSTAIRS"	3	"tBodyAccJerk-mean()-X"	0.0809044045254545
18	"WALKING_UPSTAIRS"	2	"tBodyAccJerk-mean()-X"	0.0812402028517241
19	"LAYING"	6	"tBodyAccJerk-mean()-X"	0.0772317998650602
19	"SITTING"	4	"tBodyAccJerk-mean()-X"	0.0753747129191781
19	"STANDING"	5	"tBodyAccJerk-mean()-X"	0.0754120366712329
19	"WALKING"	1	"tBodyAccJerk-mean()-X"	0.0822246284461538
